species,genus,a,b,n_records,length_type,Lmin_cm,Lmax_cm,family,order,class
Apistogramma bitaeniata,Apistogramma,0.0327,2.7859,1,SL,1,3.6,Cichlidae,Cichliformes,Teleostei
Potamosilurus velutinus,Potamosilurus,0.00434,3.2919,2,FL,88,88,Ariidae,Siluriformes,Teleostei
Acestrorhynchus falcirostris,Acestrorhynchus,0.0113,2.94,6,SL,8.5,49,Acestrorhynchidae,Characiformes,Teleostei
Chalceus erythrurus,Chalceus,0.0155,3.1472,3,SL,8.2,24.5,Chalceidae,Characiformes,Teleostei
Tatia aulopygia,Tatia,0.01379,3.256,1,SL,7.1,15.3,Auchenipteridae,Siluriformes,Teleostei
Bregmaceros lanceolatus,Bregmaceros,0.0019,3.6323,1,TL,,,Bregmacerotidae,Gadiformes,Teleostei
Pterois lunulata,Pterois,0.019,3,2,SL,12.3,,Scorpaenidae,Perciformes/Scorpaenoidei,Teleostei
Meuschenia scabra,Meuschenia,0.04325,2.84615,2,SL,2,32,Monacanthidae,Tetraodontiformes,Teleostei
Zearaja nasuta,Zearaja,0.03055,2.9195,2,OT,,,Rajidae,Rajiformes,Elasmobranchii
Dipturus innominatus,Dipturus,0.00137,3.38,1,TL,27.1,48,Rajidae,Rajiformes,Elasmobranchii
Hydrolagus novaezealandiae,Hydrolagus,0.00201,3.272,6,OT,19,81,Chimaeridae,Chimaeriformes,Holocephali
Pateobatis bleekeri,Pateobatis,0.0223,3.0926,3,WD,16.2,112,Dasyatidae,Myliobatiformes,Elasmobranchii
Brevitrygon imbricata,Brevitrygon,0.0237,3.10205,6,TL,7.8,31,Dasyatidae,Myliobatiformes,Elasmobranchii
Chirolophis japonicus,Chirolophis,0.0024,3.423,1,TL,12.8,26.8,Stichaeidae,Perciformes/Zoarcoidei,Teleostei
Capoeta capoeta,Capoeta,0.0139,2.92,5,TL,1.94,20.2,Cyprinidae,Cypriniformes,Teleostei
Chagunius nicholsi,Chagunius,0.0109,3.115,1,TL,8.9,18.8,Cyprinidae,Cypriniformes,Teleostei
Labeo boggut,Labeo,0.0083,3.05,1,TL,10,25.2,Cyprinidae,Cypriniformes,Teleostei
Bangana dero,Bangana,0.0107,3.024,1,TL,14.7,42.5,Cyprinidae,Cypriniformes,Teleostei
Bangana diplostoma,Bangana,0.01035,3.1935,2,TL,7.6,17.2,Cyprinidae,Cypriniformes,Teleostei
Labeo porcellus,Labeo,0.0163,2.862,1,TL,10.7,19.1,Cyprinidae,Cypriniformes,Teleostei
Hypanus longus,Hypanus,0.031,2.97,3,WD,28,110,Dasyatidae,Myliobatiformes,Elasmobranchii
Neolissochilus stracheyi,Neolissochilus,0.01225,3.0081,2,TL,4.2,50,Cyprinidae,Cypriniformes,Teleostei
Osteobrama cotio,Osteobrama,0.00571,3.1633,4,TL,2.6,12.7,Cyprinidae,Cypriniformes,Teleostei
Osteobrama vigorsii,Osteobrama,0.0214,2.941,1,SL,5.8,16.4,Cyprinidae,Cypriniformes,Teleostei
Mobula munkiana,Mobula,0.008,3.09,3,WD,41.3,110.5,Mobulidae,Myliobatiformes,Elasmobranchii
Puntius dorsalis,Puntius,0.0126,2.997,2,TL,,,Cyprinidae,Cypriniformes,Teleostei
Mobula tarapacana,Mobula,0.00073,3.486,1,WD,160,317,Mobulidae,Myliobatiformes,Elasmobranchii
Systomus sarana,Systomus,0.0081,3.175,6,TL,6.5,24.5,Cyprinidae,Cypriniformes,Teleostei
Myliobatis longirostris,Myliobatis,0.017,2.94,1,WD,23,83,Myliobatidae,Myliobatiformes,Elasmobranchii
Rohtee ogilbii,Rohtee,0.0262,2.979,1,SL,4.9,8.2,Cyprinidae,Cypriniformes,Teleostei
Narcine vermiculata,Narcine,0.0475,1.801,1,TL,16.5,34.3,Narcinidae,Torpediniformes,Elasmobranchii
Tor khudree,Tor,0.00775,3.065,2,FL,15,83,Cyprinidae,Cypriniformes,Teleostei
Chela cachius,Chela,0.0109,2.95,3,TL,2.7,9.6,Danionidae,Cypriniformes,Teleostei
Cabdio jaya,Cabdio,0.00885,2.9295,2,TL,2.75,10,Danionidae,Cypriniformes,Teleostei
Opsarius bendelisis,Opsarius,0.0114,2.961,5,TL,3.01,19.58,Danionidae,Cypriniformes,Teleostei
Pseudobatos glaucostigma,Pseudobatos,0.0042,2.93,1,TL,19.5,53.3,Rhinobatidae,Rhinopristiformes,Elasmobranchii
Raiamas guttatus,Raiamas,0.0664,2.015,1,TL,3,12,Danionidae,Cypriniformes,Teleostei
Pseudobatos leucorhynchus,Pseudobatos,0.00129,3.24,3,TL,20,118,Rhinobatidae,Rhinopristiformes,Elasmobranchii
Schizothorax progastus,Schizothorax,0.0143,3.065,2,TL,14.35,38.22,Cyprinidae,Cypriniformes,Teleostei
Garra gotyla,Garra,0.0145,2.967,6,TL,5.16,21.5,Cyprinidae,Cypriniformes,Teleostei
Triportheus rotundatus,Triportheus,0.0072,3.19,1,TL,7.6,26.8,Triportheidae,Characiformes,Teleostei
Curimata vittata,Curimata,0.02558,3.018,1,SL,8.1,19.6,Curimatidae,Characiformes,Teleostei
Laemolyta taeniata,Laemolyta,0.01174,3.119,1,SL,10,24.5,Anostomidae,Characiformes,Teleostei
Leporellus vittatus,Leporellus,0.006,3.23,3,SL,9,30.4,Anostomidae,Characiformes,Teleostei
Apteronotus bonapartii,Apteronotus,0.0229,2.363,1,SL,21.9,38,Apteronotidae,Gymnotiformes,Teleostei
Hemisorubim platyrhynchos,Hemisorubim,0.01255,3.0225,6,SL,14.3,61,Pimelodidae,Siluriformes,Teleostei
Leiarius marmoratus,Leiarius,0.0258,3,1,TL,63,96.5,Pimelodidae,Siluriformes,Teleostei
Pimelodus ornatus,Pimelodus,0.0119,3.145,1,SL,9,38.5,Pimelodidae,Siluriformes,Teleostei
Pseudopimelodus pulcher,Pseudopimelodus,0.0124,3.013,1,TL,3.2,19.5,Pseudopimelodidae,Siluriformes,Teleostei
Cichla monoculus,Cichla,0.021,3.04605,2,SL,2.3,63.5,Cichlidae,Cichliformes,Teleostei
Rhinoptera steindachneri,Rhinoptera,0.005,3.22,3,WD,40.1,91.6,Rhinopteridae,Myliobatiformes,Elasmobranchii
Mesonauta insignis,Mesonauta,0.03935,2.9763,2,SL,1.23,12.4,Cichlidae,Cichliformes,Teleostei
Urobatis maculatus,Urobatis,0.058,3.04,1,TL,4.5,17.4,Urotrygonidae,Myliobatiformes,Elasmobranchii
Urotrygon aspidura,Urotrygon,0.006,3.04,1,TL,7.6,78.4,Urotrygonidae,Myliobatiformes,Elasmobranchii
Trachelyopterus galeatus,Trachelyopterus,0.0166,3.197,9,TL,1.5,30,Auchenipteridae,Siluriformes,Teleostei
Urotrygon nana,Urotrygon,0.004,3.18,1,TL,9,32,Urotrygonidae,Myliobatiformes,Elasmobranchii
Garra lamta,Garra,0.004625,3.125,2,TL,7.91,25.34,Cyprinidae,Cypriniformes,Teleostei
Urotrygon rogersi,Urotrygon,0.17,3.05,2,WD,,,Urotrygonidae,Myliobatiformes,Elasmobranchii
Horabagrus brachysoma,Horabagrus,0.00795,3.1155,4,TL,15.6,32.5,Horabagridae,Siluriformes,Teleostei
Mystus malabaricus,Mystus,0.0165,2.979,1,SL,6.1,9.2,Bagridae,Siluriformes,Teleostei
Hemibagrus microphthalmus,Hemibagrus,0.0311,2.925,1,TL,33.3,113,Bagridae,Siluriformes,Teleostei
Ompok pabda,Ompok,0.0062,3.012,2,TL,7.1,21.2,Siluridae,Siluriformes,Teleostei
Ompok pabo,Ompok,0.0054,3,1,TL,6.2,22.3,Siluridae,Siluriformes,Teleostei
Ailia coila,Ailia,0.0079,3.13,3,TL,6.6,15.8,Ailiidae,Siluriformes,Teleostei
Eutropiichthys murius,Eutropiichthys,0.0058,2.9,1,TL,11.6,24.2,Schilbeidae,Siluriformes,Teleostei
Eutropiichthys vacha,Eutropiichthys,0.011,2.855,9,TL,4,38.2,Schilbeidae,Siluriformes,Teleostei
Proeutropiichthys taakree,Proeutropiichthys,0.00668,2.915,1,TL,,,Ailiidae,Siluriformes,Teleostei
Gagata cenia,Gagata,0.00361,3.152,3,TL,4.5,13.4,Sisoridae,Siluriformes,Teleostei
Glyptosternon reticulatum,Glyptosternon,0.0089,3.124,1,TL,6.8,21.4,Sisoridae,Siluriformes,Teleostei
Glyptothorax telchitta,Glyptothorax,0.006475,2.995,2,TL,3.26,15.22,Sisoridae,Siluriformes,Teleostei
Gogangra viridescens,Gogangra,0.00665,3.0905,2,TL,4.1,10.76,Sisoridae,Siluriformes,Teleostei
Parambassis thomassi,Parambassis,0.0086,2.9505,2,TL,6.3,13.6,Ambassidae,Ovalentaria/misc,Teleostei
Gerres setifer,Gerres,0.0185,2.869,3,TL,6.89,12.3,Gerreidae,Eupercaria/misc,Teleostei
Achirus scutum,Achirus,0.0249,2.9402,1,TL,5.8,24.1,Achiridae,Pleuronectiformes,Teleostei
Trinectes fimbriatus,Trinectes,0.0852,2.3562,1,TL,5.5,13.5,Achiridae,Pleuronectiformes,Teleostei
Trinectes fonsecensis,Trinectes,0.0155,3.158,3,TL,1.7,22.8,Achiridae,Pleuronectiformes,Teleostei
Planiliza abu,Planiliza,0.0188,2.784,12,FL,4.4,12.52,Mugilidae,Mugiliformes,Teleostei
Ariopsis guatemalensis,Ariopsis,0.01165,3.08,4,TL,2.8,54,Ariidae,Siluriformes,Teleostei
Cathorops dasycephalus,Cathorops,0.0043,3.2148,1,TL,7.6,36,Ariidae,Siluriformes,Teleostei
Occidentarius platypogon,Occidentarius,0.00425,3.1905,2,TL,9.7,48.2,Ariidae,Siluriformes,Teleostei
Ariopsis seemanni,Ariopsis,0.00475,3.2595,2,TL,6.9,44.4,Ariidae,Siluriformes,Teleostei
Bagre pinnimaculatus,Bagre,0.0189,2.6731,1,TL,9.6,56.5,Ariidae,Siluriformes,Teleostei
Cathorops fuerthii,Cathorops,0.01165,3.0606,2,SL,3.3,31.2,Ariidae,Siluriformes,Teleostei
Cathorops multiradiatus,Cathorops,0.005,3.1624,1,TL,6.8,25.4,Ariidae,Siluriformes,Teleostei
Galeichthys peruvianus,Galeichthys,0.023,2.657,1,TL,9.5,26.3,Ariidae,Siluriformes,Teleostei
Sciades dowii,Sciades,0.0012,3.5543,1,TL,7.4,57,Ariidae,Siluriformes,Teleostei
Cathorops tuyra,Cathorops,0.0056,3.1376,1,TL,6.5,33.9,Ariidae,Siluriformes,Teleostei
Notarius troschelii,Notarius,0.00555,3.1763,2,TL,6.2,68,Ariidae,Siluriformes,Teleostei
Atherinella guatemalensis,Atherinella,0.007,3.29,1,SL,1.2,9.1,Atherinopsidae,Atheriniformes,Teleostei
Atherinella panamensis,Atherinella,0.0087,3,2,SL,7.3,,Atherinopsidae,Atheriniformes,Teleostei
Aulopus bajacali,Aulopus,0.004,3.217,1,TL,10.9,21.2,Aulopidae,Aulopiformes,Teleostei
Apocryptes bato,Apocryptes,0.0088,2.845,2,TL,5.4,23.1,Oxudercidae,Gobiiformes,Teleostei
Porichthys analis,Porichthys,0.00802,3.10345,4,TL,4.3,36,Batrachoididae,Batrachoidiformes,Teleostei
Porichthys ephippiatus,Porichthys,0.0112,3,2,SL,9.9,,Batrachoididae,Batrachoidiformes,Teleostei
Porichthys greenei,Porichthys,0.00905,3,2,SL,6.6,,Batrachoididae,Batrachoidiformes,Teleostei
Scartichthys gigas,Scartichthys,0.019,2.945,1,TL,9.2,25.1,Blenniidae,Blenniiformes,Teleostei
Bothus leopardinus,Bothus,0.018,2.955,2,TL,4.6,23.5,Bothidae,Pleuronectiformes,Teleostei
Tylosurus pacificus,Tylosurus,0.00124,3.2193,2,TL,16.3,150,Belonidae,Beloniformes,Teleostei
Tylosurus fodiator,Tylosurus,0.00261,3,1,TL,107,134,Belonidae,Beloniformes,Teleostei
Odontamblyopus rubicundus,Odontamblyopus,0.0078,2.67,3,TL,7.2,33.4,Gobiidae,Gobiiformes,Teleostei
Channa stewartii,Channa,0.02147,2.78,1,TL,8.5,29.7,Channidae,Anabantiformes,Teleostei
Amblypharyngodon melettinus,Amblypharyngodon,0.00817,3.109,1,TL,,,Danionidae,Cypriniformes,Teleostei
Labeo dussumieri,Labeo,0.017,2.649,1,TL,12.8,35,Cyprinidae,Cypriniformes,Teleostei
Symphurus chabanaudi,Symphurus,0.0021,3.4158,1,TL,10.2,26.5,Cynoglossidae,Pleuronectiformes,Teleostei
Lepidocephalichthys thermalis,Lepidocephalichthys,0.006,3.296,1,TL,6.5,9.1,Cobitidae,Cypriniformes,Teleostei
Symphurus fasciolaris,Symphurus,0.0109,2.9025,2,TL,12.4,24.5,Cynoglossidae,Pleuronectiformes,Teleostei
Symphurus williamsi,Symphurus,0.0038,3.289,1,TL,10.8,18.7,Cynoglossidae,Pleuronectiformes,Teleostei
Pennahia aneus,Pennahia,0.0234,2.92,7,TL,6.6,26,Sciaenidae,Eupercaria/misc,Teleostei
Johnius glaucus,Johnius,0.005,3.27,1,TL,10.2,28,Sciaenidae,Eupercaria/misc,Teleostei
Planiliza carinata,Planiliza,0.0237,2.864,7,TL,4.6,24.4,Mugilidae,Mugiliformes,Teleostei
Otolithes cuvieri,Otolithes,0.00698,3.083,7,TL,2.5,35.3,Sciaenidae,Eupercaria/misc,Teleostei
Deckertichthys aureolus,Deckertichthys,0.01395,3.0408,2,TL,5.4,15,Gerreidae,Eupercaria/misc,Teleostei
Eugerres axillaris,Eugerres,0.029,3.2,2,SL,2.56,7.89,Gerreidae,Eupercaria/misc,Teleostei
Conodon macrops,Conodon,0.01595,3,2,SL,22.8,,Haemulidae,Eupercaria/misc,Teleostei
Conodon serrifer,Conodon,0.0422,2.65815,2,TL,7.2,24.1,Haemulidae,Eupercaria/misc,Teleostei
Haemulon flaviguttatum,Haemulon,0.103,2.6,1,FL,11,33,Haemulidae,Eupercaria/misc,Teleostei
Haemulon sexfasciatum,Haemulon,0.081,2.71,1,FL,11,44,Haemulidae,Eupercaria/misc,Teleostei
Haemulopsis leuciscus,Haemulopsis,0.01125,3.105,2,TL,12.9,45.7,Haemulidae,Eupercaria/misc,Teleostei
Haemulopsis nitida,Haemulopsis,0.01845,2.9275,4,SL,5.16,23.6,Haemulidae,Eupercaria/misc,Teleostei
Orthopristis chalcea,Orthopristis,0.0135,3.0015,4,TL,2.27,44.1,Haemulidae,Eupercaria/misc,Teleostei
Orthopristis reddingi,Orthopristis,0.0189,2.862,3,TL,11,29.8,Haemulidae,Eupercaria/misc,Teleostei
Eucinostomus currani,Eucinostomus,0.013,3.17,9,SL,1.2,20.9,Gerreidae,Eupercaria/misc,Teleostei
Eucinostomus entomelas,Eucinostomus,0.018,3.06,5,SL,1.56,23.2,Gerreidae,Eupercaria/misc,Teleostei
Eugerres lineatus,Eugerres,0.061,2.71,1,TL,4.9,20.5,Gerreidae,Eupercaria/misc,Teleostei
Haemulopsis axillaris,Haemulopsis,0.0141,2.9905,6,TL,3.03,37,Haemulidae,Eupercaria/misc,Teleostei
Rhonciscus branickii,Rhonciscus,0.017,3.12,3,SL,2.23,26,Haemulidae,Eupercaria/misc,Teleostei
Rhencus macracanthus,Rhencus,0.00825,3.2451,2,SL,2.6,33.9,Haemulidae,Eupercaria/misc,Teleostei
Rhencus panamensis,Rhencus,0.01585,3.0075,2,TL,4,38,Haemulidae,Eupercaria/misc,Teleostei
Hyporhamphus gilli,Hyporhamphus,0.0037,3,2,SL,15,,Hemiramphidae,Beloniformes,Teleostei
Myripristis leiognathus,Myripristis,0.00534,3.613,1,TL,4.4,11.9,Holocentridae,Holocentriformes,Teleostei
Lophiodes caulinaris,Lophiodes,0.0185,3.063,2,TL,3.8,35.5,Lophiidae,Lophiiformes,Teleostei
Cynoponticus coniceps,Cynoponticus,0.004,2.686,1,TL,11.2,74.5,Muraenesocidae,Anguilliformes,Teleostei
Gymnothorax equatorialis,Gymnothorax,7e-04,3.149,1,TL,38.6,81.7,Muraenidae,Anguilliformes,Teleostei
Gymnothorax panamensis,Gymnothorax,0.00065,3.218,1,TL,4.19,30.4,Muraenidae,Anguilliformes,Teleostei
Lile gracilis,Lile,0.013,3.04,1,SL,2.1,10.1,Dorosomatidae,Clupeiformes,Teleostei
Bodianus scrofa,Bodianus,0.01649,3.0665,2,TL,39,51,Labridae,Eupercaria/misc,Teleostei
Sphoeroides marmoratus,Sphoeroides,0.024,2.82,1,TL,4.5,12.2,Tetraodontidae,Tetraodontiformes,Teleostei
Polylepion cruentum,Polylepion,0.002,3.63,1,TL,10.5,20,Labridae,Eupercaria/misc,Teleostei
Thalassoma lucasanum,Thalassoma,0.0183,2.859,2,TL,1.12,14.2,Labridae,Eupercaria/misc,Teleostei
Lophiodes spilurus,Lophiodes,0.01535,3.1865,2,TL,8,27.9,Lophiidae,Lophiiformes,Teleostei
Cherublemma emmelas,Cherublemma,0.01769,2.7103,2,TL,8,28,Ophidiidae,Ophidiiformes,Teleostei
Lepophidium microlepis,Lepophidium,0.002,3.17,1,TL,16,41.5,Ophidiidae,Ophidiiformes,Teleostei
Lepophidium pardale,Lepophidium,0.001,3.482,1,TL,10,22.7,Ophidiidae,Ophidiiformes,Teleostei
Lepophidium prorates,Lepophidium,0.003,3.045,1,TL,11,27.5,Ophidiidae,Ophidiiformes,Teleostei
Ophidion galeoides,Ophidion,0.0115,2.834,1,TL,14.3,25.7,Ophidiidae,Ophidiiformes,Teleostei
Citharichthys gilberti,Citharichthys,0.0092,3.1565,2,SL,2,27.9,Cyclopsettidae,Pleuronectiformes,Teleostei
Citharichthys gordae,Citharichthys,0.006,3.384,1,TL,7.3,14.7,Cyclopsettidae,Pleuronectiformes,Teleostei
Citharichthys platophrys,Citharichthys,0.0035,3.568,2,TL,6.2,20.6,Cyclopsettidae,Pleuronectiformes,Teleostei
Cyclopsetta querna,Cyclopsetta,0.0108,3,5,TL,6.1,40,Cyclopsettidae,Pleuronectiformes,Teleostei
Etropus peruvianus,Etropus,0.01025,3.024,2,TL,5.2,20,Cyclopsettidae,Pleuronectiformes,Teleostei
Bassanago bulbiceps,Bassanago,0.00061,3.24,1,TL,49.2,68.5,Congridae,Anguilliformes,Teleostei
Syacium latifrons,Syacium,0.012,3.075,1,TL,10.8,21,Cyclopsettidae,Pleuronectiformes,Teleostei
Syacium ovale,Syacium,0.0081,3.067,3,TL,2,30.4,Cyclopsettidae,Pleuronectiformes,Teleostei
Genidens genidens,Genidens,0.00574,3.107,11,TL,3.7,42.5,Ariidae,Siluriformes,Teleostei
Bairdiella ensifera,Bairdiella,0.0175,3,2,SL,16.5,,Sciaenidae,Eupercaria/misc,Teleostei
Ophioscion scierus,Ophioscion,0.0043,3.3402,1,TL,8.7,29.3,Sciaenidae,Eupercaria/misc,Teleostei
Genidens barbus,Genidens,0.00649,3.163,9,TL,5.5,70,Ariidae,Siluriformes,Teleostei
Ophioscion imiceps,Ophioscion,0.01775,2.90265,2,TL,5.7,24.4,Sciaenidae,Eupercaria/misc,Teleostei
Odontoscion eurymesops,Odontoscion,0.0235,3,2,SL,13.2,,Sciaenidae,Eupercaria/misc,Teleostei
Nebris occidentalis,Nebris,0.0028,3.3784,1,TL,6.4,35.3,Sciaenidae,Eupercaria/misc,Teleostei
Micropogonias ectenes,Micropogonias,0.014,2.95,1,SL,2.47,5.55,Sciaenidae,Eupercaria/misc,Teleostei
Menticirrhus panamensis,Menticirrhus,0.0027,3.4204,1,TL,8.1,45,Sciaenidae,Eupercaria/misc,Teleostei
Menticirrhus nasus,Menticirrhus,0.0177,2.89,1,TL,22.7,52.6,Sciaenidae,Eupercaria/misc,Teleostei
Menticirrhus elongatus,Menticirrhus,0.0069,3.0883,2,TL,6.4,62,Sciaenidae,Eupercaria/misc,Teleostei
Macrodon mordax,Macrodon,4e-04,3.8938,1,TL,13.4,41.7,Sciaenidae,Eupercaria/misc,Teleostei
Larimus effulgens,Larimus,0.00525,3.27195,2,TL,3,23.5,Sciaenidae,Eupercaria/misc,Teleostei
Larimus argenteus,Larimus,0.0088,3.0678,1,TL,3.7,36.1,Sciaenidae,Eupercaria/misc,Teleostei
Larimus acclivis,Larimus,0.0036,3.4087,2,TL,6.1,24.8,Sciaenidae,Eupercaria/misc,Teleostei
Isopisthus remifer,Isopisthus,0.0057,3.162,2,TL,4.5,28,Sciaenidae,Eupercaria/misc,Teleostei
Latropiscis purpurissatus,Latropiscis,0.00962,2.9832,3,TL,,,Aulopidae,Aulopiformes,Teleostei
Cynoscion albus,Cynoscion,0.0152,2.97535,2,TL,8.1,99,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion othonopterus,Cynoscion,0.00949,3,1,TL,63.5,63.5,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion nannus,Cynoscion,0.0133,2.92,1,TL,5.4,18,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion praedatorius,Cynoscion,0.00838,3,1,TL,78.7,88.9,Sciaenidae,Eupercaria/misc,Teleostei
Prionotus nudigula,Prionotus,0.01086,3.0005,6,TL,4,38.1,Triglidae,Perciformes/Scorpaenoidei,Teleostei
Cynoscion reticulatus,Cynoscion,0.014,2.88,3,TL,7.5,60.2,Sciaenidae,Eupercaria/misc,Teleostei
Mullus argentinae,Mullus,0.00903,3.1645,6,TL,6.2,26,Mullidae,Mulliformes,Teleostei
Ophioscion strabo,Ophioscion,0.0049,3.29965,2,TL,5.4,26.2,Sciaenidae,Eupercaria/misc,Teleostei
Ophioscion typicus,Ophioscion,0.0108,2.9894,1,TL,5.7,21.8,Sciaenidae,Eupercaria/misc,Teleostei
Paralonchurus dumerilii,Paralonchurus,0.0035,3.3,1,TL,7.8,44.6,Sciaenidae,Eupercaria/misc,Teleostei
Paralonchurus goodei,Paralonchurus,0.00265,3.41005,2,TL,4,32.7,Sciaenidae,Eupercaria/misc,Teleostei
Paralonchurus petersii,Paralonchurus,0.0034,3.2361,1,TL,4.8,28.8,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer chrysoleuca,Stellifer,0.0044,3.3492,1,TL,7.8,33.3,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer ericymba,Stellifer,0.003,3.6,5,TL,4.2,20.1,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer fuerthii,Stellifer,0.0116,2.986,1,TL,6.3,15.5,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer illecebrosus,Stellifer,0.00605,3.254,2,TL,1.5,22.8,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer mancorensis,Stellifer,0.0048,3.4262,1,TL,5.2,17.8,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer minor,Stellifer,0.008,3.299,3,TL,6.4,35,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer oscitans,Stellifer,0.0039,3.41,1,TL,4.4,21.2,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer pizarroensis,Stellifer,0.0044,3.3503,1,TL,4.6,17.5,Sciaenidae,Eupercaria/misc,Teleostei
Stellifer zestocarus,Stellifer,0.0045,3.3525,1,TL,4,18.6,Sciaenidae,Eupercaria/misc,Teleostei
Umbrina xanti,Umbrina,0.0043,3.3805,1,TL,10.7,23,Sciaenidae,Eupercaria/misc,Teleostei
Pseudopercis numida,Pseudopercis,0.0141,2.9513,7,TL,38.3,103.5,Pinguipedidae,Perciformes/Uranoscopoidei,Teleostei
Corvula macrops,Corvula,0.0095,3.16,1,TL,14.7,21.4,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion squamipinnis,Cynoscion,0.0067,3.0823,1,TL,4.2,58,Sciaenidae,Eupercaria/misc,Teleostei
Elattarchus archidium,Elattarchus,0.01323,3.0115,2,TL,13.5,43.9,Sciaenidae,Eupercaria/misc,Teleostei
Pangasius bocourti,Pangasius,0.0146,2.987,1,FL,33.7,45,Pangasiidae,Siluriformes,Teleostei
Astroscopus sexspinosus,Astroscopus,0.01391,3.097,1,TL,21.2,46.3,Uranoscopidae,Perciformes/Uranoscopoidei,Teleostei
Oncopterus darwinii,Oncopterus,0.00846,3.09,1,TL,10.3,28.7,Oncopteridae,Pleuronectiformes,Teleostei
Pangasius conchophilus,Pangasius,0.00149,3.429,1,TL,18,43,Pangasiidae,Siluriformes,Teleostei
Paralichthys brasiliensis,Paralichthys,0.007185,3.145,2,TL,3.2,44,Paralichthyidae,Pleuronectiformes,Teleostei
Paralichthys patagonicus,Paralichthys,0.004765,3.184,8,TL,13.3,60,Paralichthyidae,Pleuronectiformes,Teleostei
Centroberyx affinis,Centroberyx,0.08145,2.65455,2,FL,11,34,Berycidae,Beryciformes,Teleostei
Centroberyx gerrardi,Centroberyx,0.06536,2.5978,3,TL,,,Berycidae,Beryciformes,Teleostei
Centroberyx lineatus,Centroberyx,0.17744,2.1331,3,TL,,,Berycidae,Beryciformes,Teleostei
Cyttus australis,Cyttus,0.0278,2.8106,1,TL,11,47,Cyttidae,Zeiformes,Teleostei
Peprilus medius,Peprilus,0.0172,3.073,3,TL,3.5,31.6,Stromateidae,Scombriformes,Teleostei
Zapteryx brevirostris,Zapteryx,0.01186,2.708,3,TL,31,59.3,Trygonorrhinidae,Rhinopristiformes,Elasmobranchii
Peprilus snyderi,Peprilus,0.01095,3.19,2,TL,9.5,27.6,Stromateidae,Scombriformes,Teleostei
Synodus evermanni,Synodus,0.01625,2.814,2,TL,9.3,47.2,Synodontidae,Aulopiformes,Teleostei
Pangasianodon hypophthalmus,Pangasianodon,0.006,3.023,5,TL,16,91.5,Pangasiidae,Siluriformes,Teleostei
Synodus scituliceps,Synodus,0.00585,3.034,4,TL,6.7,51,Synodontidae,Aulopiformes,Teleostei
Synodus sechurae,Synodus,0.00925,2.8695,2,TL,2.3,47.6,Synodontidae,Aulopiformes,Teleostei
Canthigaster punctatissima,Canthigaster,0.0323,2.953,1,TL,1.5,8.41,Tetraodontidae,Tetraodontiformes,Teleostei
Guentheridia formosa,Guentheridia,0.029,3,2,SL,11.4,,Tetraodontidae,Tetraodontiformes,Teleostei
Brycon falcatus,Brycon,0.0389,2.885,5,SL,7.8,74.9,Bryconidae,Characiformes,Teleostei
Sphoeroides sechurae,Sphoeroides,0.0257,2.8715,2,TL,4.5,18.1,Tetraodontidae,Tetraodontiformes,Teleostei
Pangasius macronema,Pangasius,0.0186,2.759,3,TL,12,22.8,Pangasiidae,Siluriformes,Teleostei
Pangasius nasutus,Pangasius,0.0045,3.16,1,TL,21.1,72.4,Pangasiidae,Siluriformes,Teleostei
Pseudolais pleurotaenia,Pseudolais,0.0137,2.758,1,TL,7.2,27,Pangasiidae,Siluriformes,Teleostei
Scorpaena russula,Scorpaena,0.0269,2.772,2,TL,5,15,Scorpaenidae,Perciformes/Scorpaenoidei,Teleostei
Helicophagus waandersii,Helicophagus,0.00078,3.549,1,TL,23.7,45,Pangasiidae,Siluriformes,Teleostei
Diplectrum eumelum,Diplectrum,0.0067,3.25,1,TL,5.9,17.9,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum euryplectrum,Diplectrum,0.011,3.05,1,TL,5.6,16.9,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum labarum,Diplectrum,0.01355,2.9645,2,TL,1,27.5,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum maximum,Diplectrum,0.006,3.301,1,TL,14,19.5,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum rostrum,Diplectrum,0.009,3.1,1,TL,6.8,19.5,Serranidae,Perciformes/Serranoidei,Teleostei
Paralabrax auroguttatus,Paralabrax,0.0193,3.0395,2,SL,13.7,60,Serranidae,Perciformes/Serranoidei,Teleostei
Paralabrax loro,Paralabrax,0.009,3.119,1,TL,9.8,22,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum macropoma,Diplectrum,0.0043,3.3805,1,TL,10.7,23,Serranidae,Perciformes/Serranoidei,Teleostei
